category,subcategory,name,price,url
dairy,Молочные продукты,"Напиток молочный VENN'S Ваниль-лесной орех высокобелковый обезжиренный, без змж, 250г",99.99,https://lenta.com/product/napitok-molochnyjj-vysokobelkovyjj-obezzhirennyjj-vanil-lesnojj-oreh-bez-zmzh-rossiya-250g-903901/
dairy,Молочные продукты,"Масло сливочное ЛЕБЕДЯНЬМОЛОКО Крестьянское 72,5% высший сорт, без змж, 180г",159.99,https://lenta.com/product/maslo-slivochnoe-vs-725-folga-bez-zmzh-rossiya-180g-304804/
dairy,Молочные продукты,"Творог детский А.РОСТАГРОКОМПЛЕКС Груша 3,8%, без змж, 100г",66.99,https://lenta.com/product/tvorog-detskijj-grusha-38-bez-zmzh-rossiya-100g-903883/
dairy,Молочные продукты,"Молоко стерилизованное топленое МОЖАЙСКОЕ 4%, без змж, 450мл",109.99,https://lenta.com/product/moloko-steril-pitevoe-toplenoe-4-bez-zmzh-rossiya-450ml-064120/
dairy,Молочные продукты,"Йогурт питьевой РОСТАГРОЭКСПОРТ Персик, маракуйя 2,5%, без змж, 290г",68.99,https://lenta.com/product/jjogurt-persik-marakujjya-25-pet-bez-zmzh-rossiya-290g-518597/
dairy,Молочные продукты,"Продукт йогуртный FRUTTIS Суперэкстра Малина/Ананас, дыня 8%, без змж, 115г",29.99,https://lenta.com/product/produkt-jjogurtnyjj-past-superekstra-malinaananas-dynya-8-bez-zmzh-rossiya-115g-135818/
dairy,Молочные продукты,"Продукт из творога 365 ДНЕЙ несладкий 24%, с змж, 180г",49.99,https://lenta.com/product/produkt-iz-tvoroga-nesladkijj-24-fp-s-zmzh-rossiya-180g-668157/
dairy,Молочные продукты,"Напиток молочный VENN'S Клубника-банан высокобелковый обезжиренный, без змж, 250г",99.99,https://lenta.com/product/napitok-molochnyjj-vysokobelkovyjj-obezzhirennyjj-klubnika-banan-bez-zmzh-rossiya-250g-903900/
dairy,Молочные продукты,"Продукт творожный ДАНИССИМО с киви 5,5%, без змж, 130г",49.99,https://lenta.com/product/produkt-tvorozhnyjj-s-kivi-55-bez-zmzh-rossiya-130g-092127/
dairy,Молочные продукты,"Кефир ЭКОНИВА 1%, без змж, 1000г",99.99,https://lenta.com/product/kefir-1-pet-bez-zmzh-rossiya-1000g-512894/
